itemId;categoryId
33318;1096
53765;1096
53766;1096
75487;1096
33339;1096
86165;1096
53820;1096
102050;1096
17661;1096
3451;1096
43102;1096
75556;1096
33382;1096
53903;1096
43167;1096
64853;1096
10903;1096
75603;1096
75605;1096
43173;1096
75606;1096
102163;1096
118762;1096
86282;1096
3494;1096
155425;1096
64856;1096
43174;1096
64858;1096
86300;1096
86306;1096
75622;1096
27987;1096
3506;1096
10918;1096
102214;1096
53970;1096
54000;1096
43258;1096
10954;1096
33475;1096
75706;1096
10973;1096
75728;1096
54084;1096
43335;1096
147948;1096
3576;1096
75805;1096
43448;1096
3636;1096
23276;1096
65172;1096
65248;1096
76060;1096
199886;1096
3727;1096
43665;1096
119614;1096
86771;1096
103018;1096
119710;1096
76155;1096
65408;1096
103025;1096
76157;1096
17915;1096
11227;1096
65411;1096
76159;1096
188571;1096
17916;1096
54504;1096
3813;1096
43789;1096
11291;1096
23442;1096
306915;1096
43875;1096
76337;1096
192919;1096
65635;1096
120146;1096
87057;1096
120164;1096
140731;1096
33889;1096
65723;1096
11411;1096
87135;1096
44056;1096
76508;1096
18039;1096
11436;1096
44125;1096
181126;1096
65831;1096
11470;1096
3992;1096
65873;1096
76632;1096
103920;1096
103923;1096
65881;1096
120578;1096
140889;1096
23580;1096
4019;1096
55029;1096
280025;1096
44276;1096
4061;1096
34022;1096
184437;1096
65947;1096
44289;1096
55068;1096
120775;1096
55075;1096
120873;1096
23627;1096
66028;1096
55164;1096
34123;1096
104383;1096
4152;1096
34148;1096
265840;1096
55332;1096
66182;1096
87607;1096
104532;1096
55352;1096
34220;1096
55391;1096
55392;1096
4207;1096
87668;1096
77014;1096
11731;1096
4236;1096
77093;1096
121530;1096
23760;1096
77132;1096
23766;1096
87832;1096
11785;1096
11793;1096
34325;1096
34328;1096
18308;1096
66445;1096
105044;1096
121738;1096
55650;1096
135375;1096
66519;1096
130454;1096
66527;1096
312158;1096
18350;1096
356562;1096
517227;1096
363663;1096
105194;1096
170780;1096
34376;1096
121833;1096
23818;1096
135390;1096
105263;1096
135409;1096
66647;1096
77368;1096
179779;1096
45049;1096
34503;1096
122257;1096
34535;1096
77529;1096
4499;1096
122387;1096
34542;1096
248520;1096
197239;1096
18474;1096
105826;1096
4520;1096
45167;1096
291256;1096
122560;1096
28645;1096
88343;1096
88346;1096
156780;1096
12085;1096
45243;1096
45245;1096
18533;1096
66934;1096
77670;1096
88369;1096
28680;1096
45303;1096
67006;1096
12127;1096
77749;1096
34655;1096
77757;1096
67022;1096
303603;1096
12163;1096
251247;1096
122881;1096
28716;1096
45430;1096
18610;1096
163971;1096
170875;1096
170876;1096
163974;1096
122952;1096
24082;1096
45470;1096
28729;1096
67150;1096
56329;1096
56330;1096
106470;1096
56331;1096
179834;1096
78046;1096
106779;1096
24175;1096
78115;1096
106818;1096
67371;1096
88822;1096
130625;1096
24228;1096
88850;1096
88851;1096
34950;1096
12445;1096
142088;1096
181354;1096
89012;1096
149774;1096
18803;1096
229615;1096
4995;1096
328167;1096
46135;1096
149898;1096
67814;1096
35052;1096
35054;1096
24374;1096
5086;1096
68018;1096
35129;1096
12691;1096
57250;1096
209753;1096
171032;1096
297343;1096
231472;1096
555045;1096
157526;1096
130781;1096
79044;1096
35225;1096
12776;1096
12778;1096
178591;1096
79049;1096
89661;1096
280731;1096
299279;1096
135780;1096
227699;1096
24553;1096
12859;1096
160625;1096
5290;1096
19028;1096
164142;1096
164143;1096
185429;1096
167790;1096
157831;1096
160626;1096
5292;1096
35311;1096
46683;1096
157879;1096
150413;1096
19040;1096
5315;1096
79130;1096
57526;1096
5336;1096
35324;1096
5337;1096
5339;1096
24582;1096
79141;1096
12917;1096
35344;1096
35345;1096
157978;1096
12926;1096
68351;1096
12962;1096
46727;1096
79156;1096
12963;1096
5413;1096
35377;1096
5414;1096
35378;1096
5415;1096
35379;1096
12964;1096
35380;1096
5416;1096
12965;1096
5417;1096
35382;1096
35383;1096
5418;1096
35384;1096
89771;1096
35385;1096
135813;1096
35387;1096
68352;1096
35388;1096
5422;1096
5423;1096
130860;1096
5424;1096
46728;1096
12969;1096
46729;1096
57554;1096
68354;1096
12970;1096
29188;1096
13010;1096
5448;1096
5449;1096
57565;1096
35414;1096
35415;1096
35416;1096
35417;1096
35418;1096
13011;1096
13012;1096
13014;1096
5450;1096
5451;1096
5452;1096
5453;1096
5454;1096
79178;1096
143004;1096
46746;1096
171103;1096
150603;1096
150604;1096
160652;1096
46747;1096
19123;1096
5457;1096
13017;1096
143015;1096
29201;1096
46804;1096
13084;1096
89827;1096
35495;1096
46805;1096
5558;1096
5566;1096
130906;1096
35503;1096
29243;1096
35504;1096
13100;1096
13101;1096
35505;1096
13103;1096
35509;1096
57632;1096
150923;1096
24733;1096
13171;1096
24737;1096
68469;1096
135893;1096
35583;1096
13175;1096
5660;1096
151066;1096
35632;1096
197442;1096
160694;1096
380130;1096
130992;1096
169366;1096
35733;1096
35734;1096
46952;1096
5807;1096
5829;1096
35757;1096
29380;1096
13328;1096
79393;1096
13330;1096
135960;1096
35760;1096
24853;1096
135961;1096
128522;1096
133422;1096
5831;1096
190261;1096
46964;1096
79395;1096
35762;1096
79397;1096
5832;1096
5834;1096
5835;1096
46967;1096
13335;1096
388250;1096
57752;1096
13337;1096
13338;1096
5839;1096
175492;1096
151368;1096
89969;1096
13345;1096
79402;1096
5844;1096
35779;1096
90003;1096
432045;1096
13569;1096
35974;1096
419013;1096
6053;1096
47075;1096
35988;1096
47081;1096
19515;1096
19516;1096
68703;1096
47083;1096
376588;1096
175561;1096
203226;1096
90075;1096
79522;1096
164298;1096
171246;1096
133506;1096
57872;1096
227928;1096
6075;1096
13593;1096
47091;1096
379629;1096
90082;1096
36036;1096
36037;1096
171260;1096
13625;1096
57917;1096
47130;1096
197500;1096
29547;1096
175600;1096
136122;1096
13660;1096
13669;1096
47137;1096
431448;1096
133538;1096
13670;1096
19587;1096
13672;1096
79570;1096
136125;1096
13673;1096
57927;1096
79576;1096
6182;1096
213873;1096
19593;1096
383157;1096
13698;1096
13715;1096
13716;1096
90144;1096
133552;1096
6213;1096
6214;1096
25101;1096
13729;1096
79586;1096
169426;1096
13735;1096
164324;1096
79589;1096
6221;1096
136147;1096
19622;1096
6224;1096
19623;1096
6227;1096
171295;1096
57958;1096
68782;1096
36136;1096
90159;1096
36148;1096
36152;1096
6285;1096
13781;1096
19669;1096
126266;1096
131167;1096
90176;1096
128690;1096
387264;1096
19702;1096
128694;1096
131176;1096
200364;1096
6373;1096
13897;1096
6381;1096
131193;1096
13911;1096
68868;1096
19751;1096
6388;1096
128714;1096
58095;1096
68914;1096
133626;1096
133627;1096
13982;1096
404872;1096
13984;1096
13997;1096
68924;1096
90299;1096
171365;1096
200380;1096
6496;1096
6503;1096
36386;1096
128764;1096
36414;1096
29711;1096
169480;1096
171396;1096
36472;1096
58184;1096
480199;1096
248800;1096
29732;1096
14125;1096
6605;1096
47369;1096
25364;1096
14131;1096
68997;1096
196138;1096
36482;1096
14132;1096
79764;1096
6617;1096
498983;1096
25368;1096
36485;1096
14138;1096
126366;1096
128799;1096
36492;1096
6665;1096
252911;1096
6698;1096
6699;1096
6701;1096
36575;1096
19990;1096
90418;1096
126409;1096
14240;1096
196165;1096
36581;1096
19992;1096
248810;1096
36583;1096
79814;1096
128823;1096
6724;1096
168039;1096
36631;1096
69088;1096
6777;1096
6778;1096
36638;1096
36643;1096
14303;1096
36646;1096
20017;1096
14316;1096
20053;1096
14356;1096
36775;1096
14425;1096
169544;1096
14426;1096
232993;1096
6958;1096
6962;1096
6963;1096
393970;1096
6964;1096
207954;1096
69202;1096
25550;1096
6967;1096
36838;1096
136412;1096
90540;1096
29906;1096
509981;1096
419656;1096
375179;1096
252948;1096
47600;1096
160979;1096
171532;1096
160980;1096
160981;1096
47609;1096
131440;1096
14582;1096
383860;1096
133802;1096
133803;1096
164530;1096
133808;1096
14619;1096
7090;1096
415178;1096
7094;1096
173581;1096
14638;1096
136480;1096
136494;1096
133838;1096
7169;1096
171587;1096
126589;1096
47690;1096
171588;1096
200474;1096
7186;1096
14702;1096
133848;1096
47694;1096
463266;1096
58488;1096
20263;1096
25707;1096
171603;1096
80119;1096
69385;1096
464810;1096
376846;1096
136551;1096
25754;1096
80152;1096
58595;1096
7362;1096
47799;1096
25811;1096
20373;1096
171659;1096
129063;1096
69464;1096
14903;1096
14909;1096
199132;1096
175979;1096
14915;1096
14919;1096
69473;1096
69476;1096
7417;1096
80232;1096
166454;1096
164659;1096
58655;1096
47836;1096
90815;1096
7420;1096
7421;1096
20400;1096
69501;1096
396159;1096
164671;1096
164685;1096
25871;1096
375064;1096
382827;1096
389850;1096
379728;1096
379835;1096
173699;1096
377794;1096
389593;1096
208055;1096
383018;1096
427096;1096
381693;1096
375316;1096
382299;1096
374960;1096
383114;1096
389925;1096
375749;1096
404317;1096
382172;1096
383952;1096
375968;1096
374965;1096
376619;1096
397892;1096
379852;1096
415756;1096
395190;1096
382041;1096
380752;1096
375444;1096
380493;1096
377546;1096
379871;1096
381821;1096
381626;1096
382375;1096
380895;1096
377428;1096
376011;1096
380896;1096
379166;1096
376779;1096
378947;1096
375344;1096
383032;1096
381376;1096
391136;1096
381824;1096
382898;1096
426106;1096
389561;1096
382376;1096
382589;1096
382049;1096
389644;1096
379598;1096
387140;1096
384845;1096
434647;1096
383127;1096
403783;1096
425563;1096
388631;1096
384770;1096
388129;1096
383470;1096
24989;575
681357;575
30184;575
209980;575
237528;575
540021;575
339149;575
22657;575
160171;575
358465;575
456072;575
191044;575
457725;575
351613;575
480229;575
31433;575
112386;575
39889;575
72391;575
309553;575
124750;575
134491;575
212403;575
40368;575
113595;575
279095;575
205333;575
232180;575
444803;575
159705;575
174296;575
322728;575
256929;575
179273;575
219671;575
168627;575
301046;575
134685;575
410316;575
2337;575
132270;575
27390;575
115597;575
167030;575
360298;575
115641;575
180782;575
324974;575
205481;575
232308;575
32624;575
17098;575
116553;575
413147;575
179418;575
154713;575
226836;575
226845;575
116841;575
401641;575
243140;575
3279;575
53548;575
53692;575
3365;575
196977;575
33421;575
118796;575
223687;575
350642;575
17695;575
693829;575
3502;575
244379;575
140154;575
223818;575
28066;575
260839;575
33630;575
167347;575
11243;575
43744;575
76382;575
43932;575
120084;575
87016;575
170670;575
28209;575
11357;575
11360;575
544384;575
172828;575
76840;575
141034;575
369619;575
105301;575
105306;575
66962;575
12365;575
106939;575
18990;575
166036;575
213598;575
359254;575
142748;575
68770;575
90143;575
47149;575
123786;575
25501;575
164473;575
107527;575
107528;575
247903;575
15000;575
58913;575
20608;575
253000;575
37223;575
30108;575
235304;575
69753;575
342145;575
473515;575
348426;575
26038;575
91493;575
475131;575
20703;575
91683;575
108622;575
20779;575
92022;575
365501;575
108767;575
214794;575
177614;575
180350;575
215057;575
109144;575
166589;575
59610;575
137020;575
500480;575
179023;575
48825;575
206607;575
152336;575
197802;575
93138;575
21169;575
313503;575
152611;575
304347;575
110761;575
210068;575
179094;575
82175;575
60924;575
9111;575
239719;575
200914;575
97418;575
73144;575
256999;575
139053;575
41359;575
2588;575
437513;575
52475;575
2649;575
163446;575
174591;575
63842;575
100883;575
172573;575
127632;575
22939;575
243698;575
101910;575
33372;575
199827;575
205683;575
33445;575
223939;575
65017;575
335698;575
18021;575
250883;575
233624;575
34135;575
18548;575
78098;575
227750;575
46817;575
203250;575
247752;575
175602;575
13677;575
180069;575
166200;575
36339;575
90507;575
136479;575
90659;575
440187;1187
246817;1187
458628;1187
308203;1187
73085;1187
260965;1187
43988;1187
79162;1187
123889;1187
47466;1187
20070;1187
58610;1187
58613;1187
235338;1187
7604;1187
108141;1187
91494;1187
93918;1187
49674;1187
8539;1187
71559;1187
60805;1187
111293;1187
353014;1187
318573;1187
39815;1187
83567;1187
16463;1187
41691;1187
147426;1187
75294;1187
118239;1187
64700;1187
125244;1187
86344;1187
3548;1187
86451;1187
28060;1187
165614;1187
197100;1187
148431;1187
65717;1187
54914;1187
120457;1187
120458;1187
47084;1187
36080;1187
375164;1187
36086;1187
13676;1187
13678;1187
213870;1187
6178;1187
79572;1187
171531;1187
418127;1187
20180;1187
26071;532
15443;532
81279;532
81284;532
579;532
580;532
30564;532
59804;532
162898;532
110200;532
174001;532
30874;532
479332;532
49541;532
60453;532
216354;532
82086;532
137740;532
61118;532
134373;532
1472;532
61715;532
276604;532
96382;532
61743;532
97089;532
21986;532
27054;532
21987;532
9315;532
84113;532
73596;532
73597;532
52037;532
2347;532
22329;532
172344;532
247153;532
2545;532
490491;532
99357;532
2550;532
99366;532
41599;532
2552;532
10042;532
174494;532
22482;532
127459;532
154456;532
187781;532
63262;532
27466;532
84726;532
63264;532
63265;532
134869;532
127549;532
100460;532
147238;532
10336;532
222218;532
42432;532
130346;532
261071;532
523663;532
4177;532
382798;532
121700;532
23816;532
11870;532
363703;532
18398;532
175050;532
464597;532
23865;532
23866;532
141393;532
23867;532
149047;532
156627;532
122438;532
45139;532
56202;532
229483;532
135494;532
165852;532
28705;532
123039;532
488393;532
524479;532
106984;532
78576;532
198717;532
556920;532
67850;532
142298;532
12624;532
57079;532
106991;532
46232;532
35079;532
135699;532
18966;532
123635;532
107049;532
142683;532
89682;532
231514;532
123638;532
35280;532
333842;532
452422;532
289394;532
79592;532
190487;532
231852;532
90192;532
303694;532
69029;532
151751;532
198976;532
225982;532
29840;532
107405;532
144147;532
14374;532
29870;532
58326;532
144149;532
80023;532
7089;532
136475;532
80047;532
144173;532
293441;532
58510;532
20298;532
201953;532
177495;532
25825;532
271716;532
340209;532
312792;532
159272;532
282900;532
20513;532
90951;532
91018;532
214062;532
7517;532
151872;532
15014;532
47986;532
162760;532
196317;532
91085;532
133975;532
48030;532
228121;532
69;532
91116;532
133976;532
25976;532
322055;532
107989;532
108008;532
519337;532
333959;532
7606;532
108040;532
231930;532
206530;532
58978;532
136736;532
438642;532
91329;532
312897;532
345261;532
58995;532
59012;532
7624;532
268987;532
129145;532
181921;532
144355;532
26033;532
385148;532
59052;532
69870;532
180302;532
235520;532
407216;532
238;532
289526;532
20729;532
415654;532
228163;532
370859;532
136862;532
70037;532
214681;532
80847;532
70080;532
206558;532
30316;532
306;532
180328;532
108712;532
226224;532
20805;532
516964;532
108790;532
412105;532
171832;532
152172;532
108940;532
408931;532
124366;532
186420;532
436134;532
462797;532
92465;532
30487;532
206586;532
236152;532
215128;532
203581;532
169786;532
109248;532
144669;532
516843;532
215165;532
212024;532
126834;532
236371;532
30569;532
342382;532
206608;532
390181;532
539306;532
26269;532
256264;532
38088;532
317980;532
424692;532
372927;532
30641;532
93061;532
38193;532
162880;532
126872;532
215597;532
295871;532
215604;532
21084;532
226289;532
451278;532
60071;532
110064;532
124458;532
405146;532
93531;532
308804;532
173994;532
38459;532
210042;532
49368;532
60317;532
110495;532
49432;532
30917;532
866;532
186706;532
93850;532
278636;532
26459;532
387417;532
110662;532
26507;532
152804;532
328744;532
82176;532
289858;532
38918;532
318442;532
131901;532
111150;532
26609;532
21434;532
82383;532
199377;532
134281;532
182512;532
8661;532
238331;532
238332;532
129500;532
238511;532
176307;532
267123;532
459720;532
161399;532
434362;532
487015;532
471556;532
468962;532
413871;532
292074;532
134384;532
351680;532
205261;532
31424;532
95703;532
304916;532
182729;532
39828;532
72244;532
145771;532
163123;532
138244;532
16299;532
21813;532
31562;532
279007;532
40042;532
153513;532
196637;532
305026;532
124708;532
232145;532
191485;532
132071;532
132072;532
364451;532
113042;532
26929;532
200896;532
427410;532
234281;532
415122;532
324725;532
165093;532
424370;532
61866;532
72612;532
72662;532
113607;532
159682;532
31766;532
326914;532
124801;532
290210;532
405672;532
138684;532
73180;532
298150;532
9627;532
219760;532
98073;532
203915;532
292284;532
16728;532
127388;532
260189;532
319847;532
41203;532
41222;532
115370;532
187648;532
198151;532
73687;532
27336;532
22330;532
180754;532
201024;532
343643;532
115503;532
52101;532
73763;532
2401;532
467296;532
412814;532
559821;532
170297;532
362668;532
22477;532
16970;532
63235;532
178055;532
32518;532
301391;532
146899;532
132339;532
315555;532
100243;532
234435;532
52817;532
22738;532
22739;532
374036;532
434094;532
410456;532
277084;532
204078;532
222159;532
53024;532
272767;532
288401;532
32897;532
265353;532
161802;532
117448;532
22831;532
170412;532
228962;532
42524;532
117850;532
42598;532
248295;532
377755;532
362927;532
42629;532
117885;532
196936;532
494769;532
339417;532
243693;532
180958;532
180959;532
188224;532
10663;532
101485;532
101487;532
292631;532
296681;532
64410;532
85883;532
205631;532
101497;532
85891;532
163558;532
419569;532
42813;532
75270;532
42814;532
473681;532
53582;532
223081;532
75285;532
75287;532
139938;532
53590;532
53591;532
419148;532
381079;532
292644;532
75366;532
17573;532
497454;532
17580;532
443906;532
417526;532
86174;532
53831;532
135045;532
65013;532
212914;532
211415;532
3572;532
325384;532
427866;532
408559;532
384205;532
472934;532
421666;532
28067;532
224153;532
423260;532
436344;532
396368;532
475320;532
86591;532
181050;532
250629;532
43515;532
192764;532
3664;532
192777;532
76083;532
23356;532
43668;532
437065;532
181076;532
140492;532
247354;532
321484;532
224657;532
316918;532
130219;532
381839;532
76207;532
613819;532
199906;532
54604;532
148318;532
201353;532
184254;532
54642;532
11341;532
65625;532
33847;532
11352;532
43939;532
87021;532
140736;532
179665;532
211469;532
366398;532
208614;532
135233;532
76529;532
184357;532
65749;532
165658;532
156071;532
348194;532
28253;532
380181;532
11455;532
103774;532
87215;532
270776;532
295018;532
33966;532
504675;532
23596;532
104165;532
11587;532
120874;532
369606;532
11588;532
120880;532
120881;532
125462;532
198505;532
181146;532
120981;532
275246;532
524457;532
417814;532
197168;532
156316;532
489381;532
18209;532
28383;532
229311;532
188885;532
204383;532
121220;532
141135;532
202868;532
87726;532
121529;532
411972;532
297052;532
77344;532
122003;532
624980;532
169096;532
489739;532
162119;532
18394;532
198576;532
156646;532
122359;532
34534;532
286694;532
176996;532
77665;532
353864;532
258330;532
170859;532
24033;532
189275;532
88488;532
395020;532
175153;532
24052;532
398274;532
175154;532
122955;532
273441;532
533499;532
197284;532
45561;532
12302;532
45657;532
28815;532
390029;532
383704;532
167645;532
526670;532
377704;532
167664;532
130631;532
28888;532
203012;532
198670;532
128198;532
78278;532
34927;532
78280;532
185110;532
505274;532
299141;532
324010;532
386935;532
128242;532
130703;532
197352;532
12541;532
5033;532
282673;532
369790;532
416676;532
468534;532
29035;532
530006;532
299209;532
382762;532
193848;532
458039;532
383571;532
394753;532
46446;532
623946;532
412753;532
261666;532
128303;532
185308;532
128307;532
125857;532
46607;532
12782;532
162325;532
185366;532
439401;532
417254;532
57468;532
177171;532
142752;532
233837;532
150504;532
213651;532
181481;532
158396;532
46860;532
5670;532
128535;532
185934;532
409576;532
398892;532
415063;532
196051;532
194735;532
421501;532
207787;532
387581;532
464843;532
131138;532
29590;532
162505;532
79610;532
479705;532
411271;532
160816;532
420678;532
477941;532
482698;532
233936;532
13784;532
36174;532
381042;532
411941;532
417622;532
412149;532
452353;532
430832;532
508226;532
68829;532
418440;532
419186;532
404043;532
131244;532
131279;532
233987;532
247817;532
414524;532
380802;532
404229;532
180143;532
445634;532
247823;532
136330;532
247824;532
390219;532
36623;532
522549;532
29804;532
14302;532
29823;532
6816;532
14341;532
58292;532
47478;532
383944;532
197594;532
248827;532
480352;532
14351;532
434082;532
58301;532
376937;532
420342;532
382629;532
421746;532
418588;532
418621;532
90486;532
169531;532
252933;532
90488;532
391356;532
210861;532
36857;532
180197;532
29958;532
393123;532
405140;532
419657;532
456751;532
510256;532
233046;532
406954;532
208001;532
129008;532
131534;532
438956;532
133926;532
14932;532
47845;532
90830;532
211894;532
25837;532
405795;532
90831;532
90832;532
399626;532
419164;532
178930;532
381051;532
209026;532
208031;532
178931;532
180260;532
25887;532
378105;532
402946;532
396406;532
418130;532
380811;532
417454;532
406297;532
429883;532
409255;532
415828;532
389927;532
421951;532
378319;532
395637;532
437300;532
1203;12
21811;12
9067;12
83190;12
72416;12
9700;12
117809;12
33052;12
29355;12
36416;12
159424;12
473344;12
94229;12
112680;12
96612;12
218655;12
26990;12
329184;12
51213;12
540491;12
62602;12
52280;12
462716;12
3347;12
118923;12
86400;12
229103;12
156141;12
184563;12
178406;12
76980;12
44561;12
11716;12
11717;12
11718;12
28410;12
4213;12
77003;12
28411;12
254974;12
417572;12
34393;12
44886;12
55733;12
247477;12
156576;12
372639;12
148985;12
122067;12
195752;12
225594;12
263696;12
18555;12
156820;12
160433;12
160434;12
177019;12
175129;12
387492;12
149291;12
170851;12
156823;12
195783;12
247520;12
88413;12
28761;12
248592;12
173150;12
5178;12
46491;12
35169;12
29080;12
123608;12
142437;12
12723;12
46590;12
68216;12
46591;12
35213;12
123621;12
89873;12
46853;12
167837;12
227764;12
13291;12
164234;12
209802;12
164235;12
297452;12
19769;12
47260;12
79681;12
345135;12
190498;12
68951;12
246634;12
190515;12
69272;12
7064;12
226005;12
29971;12
136452;12
378603;12
199121;12
161071;12
432204;12
47859;12
159239;12
80268;12
37001;12
47906;12
124192;12
90902;12
37027;12
14972;12
126708;12
126709;12
90908;12
124207;12
37033;12
37034;12
161107;12
30020;12
126710;12
107703;12
107709;12
80347;12
173704;12
69646;12
392459;12
133977;12
159292;12
391313;12
203518;12
259188;12
30146;12
7621;12
108113;12
124288;12
37327;12
91387;12
80604;12
186285;12
30214;12
259215;12
48279;12
26090;12
190675;12
7799;12
136914;12
30350;12
70135;12
48476;12
70138;12
20810;12
20812;12
20813;12
70139;12
144621;12
194859;12
26234;12
48805;12
30530;12
15434;12
299705;12
291798;12
15435;12
26245;12
92664;12
48991;12
93006;12
274009;12
230247;12
168306;12
21068;12
169820;12
126865;12
70704;12
21069;12
38179;12
269200;12
93028;12
93131;12
30767;12
134162;12
15686;12
81770;12
93653;12
126953;12
26475;12
919;12
49546;12
145105;12
342634;12
487094;12
920;12
110655;12
376894;12
168383;12
8378;12
161303;12
308981;12
168410;12
212196;12
39206;12
217040;12
71710;12
182514;12
145381;12
166736;12
137781;12
137782;12
39212;12
111500;12
8665;12
212198;12
1202;12
50329;12
21633;12
179175;12
112306;12
174191;12
172125;12
170031;12
82968;12
217896;12
50564;12
82969;12
238924;12
153361;12
31456;12
112499;12
365787;12
334642;12
172126;12
264758;12
187089;12
95846;12
296143;12
276547;12
174197;12
365788;12
166819;12
95850;12
393452;12
129572;12
463354;12
72427;12
61900;12
96705;12
26989;12
113362;12
226556;12
226557;12
9206;12
72667;12
300739;12
174265;12
556095;12
16422;12
21948;12
72765;12
187335;12
166913;12
114165;12
73330;12
73331;12
22193;12
41003;12
154071;12
472092;12
206924;12
62688;12
115008;12
73667;12
228743;12
146652;12
62951;12
254047;12
9834;12
168673;12
73708;12
220429;12
115463;12
98783;12
115678;12
41488;12
285846;12
41494;12
124976;12
139196;12
16943;12
99167;12
84678;12
2570;12
154478;12
99612;12
221203;12
315548;12
84874;12
187860;12
198215;12
432438;12
84893;12
127558;12
53042;12
147300;12
53045;12
2974;12
212765;12
272757;12
2978;12
499240;12
296608;12
127614;12
101089;12
188162;12
147496;12
22956;12
429970;12
155101;12
155102;12
174681;12
85811;12
118159;12
27915;12
292694;12
232428;12
102090;12
64802;12
377444;12
559960;12
11145;12
17882;12
435298;12
306910;12
174867;12
65898;12
11576;12
162038;12
44341;12
28333;12
34056;12
4089;12
87411;12
34060;12
411111;12
195664;12
361152;12
18195;12
141046;12
11645;12
156301;12
87546;12
55275;12
55276;12
121273;12
121274;12
121276;12
261139;12
270918;12
87639;12
44543;12
66215;12
121280;12
11696;12
148770;12
184559;12
172866;12
44830;12
55724;12
66586;12
121980;12
341750;12
247488;12
44967;12
204453;12
165792;12
141476;12
170821;12
416015;12
377462;12
231263;12
248531;12
106008;12
163942;12
125627;12
4596;12
141621;12
122689;12
106044;12
4597;12
12165;12
77842;12
123083;12
123128;12
24110;12
24125;12
18654;12
34785;12
18655;12
28771;12
4747;12
88646;12
24127;12
12258;12
56397;12
12259;12
88828;12
169231;12
165935;12
234828;12
18976;12
89639;12
24535;12
29217;12
13153;12
375155;12
5663;12
384227;12
213871;12
29628;12
411141;12
248783;12
6513;12
14095;12
6648;12
14173;12
6649;12
69019;12
69020;12
14174;12
90391;12
58217;12
126389;12
396620;12
36678;12
14339;12
47470;12
6825;12
6827;12
420833;12
80027;12
175887;12
196279;12
419333;12
416729;12
69401;12
387695;12
406908;12
404874;12
468365;12
407729;12
47758;12
200507;12
180224;12
406000;12
440469;12
7283;12
203473;12
380808;12
376953;12
375517;12
420936;12
455862;12
471850;12
396484;12
375746;12
427903;12
395103;12
397134;12
377631;12
382369;12
417306;12
381108;12
378819;12
382232;12
381055;12
413592;12
379009;12
404277;12
418675;12
381925;12
407519;12
391131;12
399633;12
417972;12
391548;12
231912;151
473247;151
159362;151
278409;151
472376;151
469356;151
8612;151
1821;151
240019;151
72893;151
276718;151
114268;151
472008;151
205505;151
270381;151
11197;151
33796;151
29394;151
