sessionId;userId;timeframe;eventdate;ordernumber;itemId
6290;3627;219974;2016-01-21;66;131252
6369;3706;568862;2016-01-22;69;39388
6369;3706;568862;2016-01-22;69;84485
6369;3706;568862;2016-01-22;69;5086
6555;3892;686146;2016-01-22;68;19405
6559;3896;523389;2016-01-23;74;101506
6584;3921;1851411;2016-01-23;77;110
6622;3959;1787376495;2016-02-13;1626;8898
6670;4007;745070451;2016-02-02;81;28922
6670;4007;728026;2016-01-24;81;28922
6670;4007;1282899299;2016-02-08;81;28922
6698;15087;2079443635;2016-02-17;2138;6639
6888;4225;1012867;2016-01-25;87;5650
6914;4251;199433;2016-01-25;85;3719
6914;4251;199433;2016-01-25;85;7589
6914;4251;199433;2016-01-25;85;9848
6914;4251;199433;2016-01-25;85;4759
6914;4251;199433;2016-01-25;85;4926
7002;4339;1281180;2016-02-04;386;76805
7002;4339;1281180;2016-02-04;386;45071
7031;4367;923865;2016-01-26;93;737
7190;4522;2792300;2016-01-27;97;135368
7190;4522;2792300;2016-01-27;97;128634
7269;4601;1038662;2016-01-27;98;202
7269;4601;1340393;2016-01-27;99;196138
7328;4659;2417094491;2016-02-24;2778;60159
7328;4659;1981124284;2016-02-19;2303;10290
7349;4680;1851394376;2016-02-09;985;31319
7349;4680;1893639362;2016-02-09;1113;26730
7349;4680;442056326;2016-01-23;78;196567
7349;4680;615006804;2016-01-25;90;23652
7349;4680;360724542;2016-01-23;72;6521
7363;4694;1014939;2016-01-28;106;47926
7363;4694;1014939;2016-01-28;106;78907
7491;4820;266109;2016-01-28;109;150414
7508;4837;1415748;2016-02-16;1967;5806
7563;4891;1869962;2016-01-28;102;134333
7610;4938;2685521080;2016-02-29;3369;11338
7610;4938;2685521080;2016-02-29;3369;383082
7610;4938;3282421226;2016-03-07;4060;47295
7651;4979;2522841;2016-01-28;108;53354
7654;4982;1219105;2016-01-28;101;58721
7656;4984;549156;2016-01-28;104;6297
7766;5089;14725478;2016-01-29;111;9291
7815;5138;257739;2016-01-29;112;42954
7911;5235;166718;2016-01-31;127;12273
7979;5303;715916;2016-01-31;126;35372
7979;5303;715916;2016-01-31;126;79752
8024;5348;915404;2016-01-30;119;29819
8034;5358;4763356;2016-01-30;116;8327
8242;5561;1013800;2016-02-01;134;37013
8388;5706;1175753;2016-02-02;200;3261
8427;5745;648414;2016-02-01;130;13663
8431;5749;516657;2016-02-02;154;9859
8542;5853;3149488;2016-02-02;156;22419
8558;5869;2989153108;2016-03-08;4104;154936
8602;5913;757537;2016-02-24;2759;3299
8617;5928;1064923595;2016-02-14;1781;36348
8622;5933;1711768063;2016-02-03;217;243616
8622;5933;331775015;2016-01-18;41;36145
8622;NA;8990554314;2016-04-27;14412;375748
8665;5976;825779;2016-02-03;308;14082
8699;6010;158586315;2016-02-25;2854;81439
8760;6069;3467984;2016-02-04;421;93026
8826;6135;3861247;2016-02-04;395;56418
8868;6177;18535176;2016-02-04;374;7481
8871;6180;248961;2016-02-04;357;2874
8886;6195;841561;2016-02-04;341;51329
8922;6231;1073837;2016-02-05;466;85517
8984;6293;25797231;2016-02-05;470;11217
8988;6297;278018;2016-02-05;461;36596
8991;6300;2745107;2016-02-05;490;64869
9021;6329;240273;2016-02-05;537;72562
9032;6340;2404420;2016-02-04;361;47917
9032;6340;2404420;2016-02-04;361;36363
9065;6373;1711430;2016-02-05;452;9617
9065;6373;1711430;2016-02-05;452;149553
9083;6391;450375;2016-02-05;501;231410
9084;6392;2099700;2016-02-05;538;1300
9084;6392;2099700;2016-02-05;538;10540
9097;6405;9896281;2016-02-06;651;66439
9097;6405;9896281;2016-02-06;651;51304
9097;6405;9896281;2016-02-06;651;51974
9125;6427;744522;2016-02-06;652;6040
9129;6431;7171807201;2016-04-28;14714;48287
9129;6431;7171807201;2016-04-28;14714;108389
9151;6453;624443;2016-02-06;648;291404
9154;6456;286806456;2016-02-06;589;159208
9154;6456;286806456;2016-02-06;589;15840
9154;6456;286806456;2016-02-06;589;6053
9162;6464;1348647;2016-02-06;646;9894
9270;6562;3142201;2016-02-06;602;3717
9274;6566;110680;2016-02-06;664;34965
9330;6621;4083046;2016-02-06;655;12402
9330;6621;151028233;2016-02-08;655;12402
9337;6628;2806261;2016-02-07;805;1407
9386;6677;243574;2016-02-07;741;6297
9450;6740;6163130;2016-02-07;756;160905
9458;6748;6178973;2016-02-07;744;12792
9492;6780;11648849;2016-02-07;793;30792
9492;6780;584949284;2016-02-14;793;30792
9527;6815;311013;2016-02-08;972;6913
9571;6859;144708458;2016-02-10;1222;8742
9571;6859;144708458;2016-02-10;1222;82729
9571;6859;144708458;2016-02-10;1222;125140
9571;6859;144708458;2016-02-10;1222;76805
9571;6859;144708458;2016-02-10;1222;45451
9571;6859;144708458;2016-02-10;1222;35221
9682;6970;633292;2016-02-08;930;8047
9702;6990;1090964;2016-02-08;905;31574
9740;7028;706130452;2016-02-16;2062;14085
9740;7028;86842262;2016-02-09;1091;233026
9759;7047;14093612;2016-02-08;883;36083
9788;7076;6648576;2016-02-08;942;48286
9800;7088;907645;2016-02-08;845;6957
9824;7112;222923;2016-02-08;887;26435
9838;159717;2563109;2016-02-09;1141;31057
9838;159717;2563109;2016-02-09;1141;39687
9838;159717;2563109;2016-02-09;1141;36708
9841;7127;8328028;2016-02-08;956;8404
9932;7218;610351;2016-02-09;1037;28149
9935;7221;2249364;2016-02-09;1073;33794
9935;7221;2249364;2016-02-09;1073;4621
9949;7235;887569;2016-02-09;1082;79423
10074;7353;856604;2016-02-09;1027;32134
10141;105999;1078277;2016-02-10;1184;136395
10361;7634;12002266;2016-02-11;1420;459
10361;7634;12002266;2016-02-11;1420;13329
10361;7634;12002266;2016-02-11;1420;29496
10361;7634;12002266;2016-02-11;1420;234007
10365;7638;13974185;2016-02-10;1273;633
10418;7691;379155;2016-02-10;1243;84688
10424;7697;380454;2016-02-11;1390;20717
10482;7755;879694;2016-02-10;1229;30818
10482;7755;879694;2016-02-10;1229;33043
10482;7755;879694;2016-02-10;1229;235044
10482;7755;879694;2016-02-10;1229;175785
10507;7780;332317;2016-02-03;213;12372
10566;7837;1385465;2016-02-11;1388;117328
10566;7837;1385465;2016-02-11;1388;381970
10585;7856;5939621;2016-02-11;1481;30849
10585;7856;5939621;2016-02-11;1481;415743
10585;7856;5939621;2016-02-11;1481;36886
10585;7856;5939621;2016-02-11;1481;207962
10595;7867;2060031;2016-02-11;1394;10858
10625;7897;382247;2016-02-11;1500;4055
10707;7980;252550051;2016-02-14;1798;6061
10855;8127;945418;2016-02-12;1541;1296
10860;8132;3080257;2016-02-12;1552;6828
10896;8168;276408;2016-02-12;1549;31757
10900;8172;3785147;2016-02-12;1571;30216
10900;8172;3785147;2016-02-12;1571;33847
10916;8188;5012891;2016-02-12;1624;59723
10916;8188;7658766;2016-02-12;1625;49094
10916;8188;844532;2016-02-12;1621;163227
10916;8188;844532;2016-02-12;1621;99988
10916;8188;7658766;2016-02-12;1625;133694
10916;8188;7658766;2016-02-12;1625;14310
10952;8223;7486412;2016-02-12;1610;129171
10952;8223;7486412;2016-02-12;1610;70003
10952;8223;7486412;2016-02-12;1610;92930
10952;8223;7486412;2016-02-12;1610;62527
10952;8223;7486412;2016-02-12;1610;115463
10952;8223;7486412;2016-02-12;1610;116157
10952;8223;7486412;2016-02-12;1610;5049
10952;8223;7486412;2016-02-12;1610;35509
10952;8223;13484795;2016-02-12;1622;36457
11076;8346;892281;2016-02-13;1655;102498
11094;NA;5523528028;2016-04-16;11938;130822
11117;8387;495249944;2016-03-09;4183;5830
11117;8387;458904658;2016-03-08;4164;5830
11117;8387;503145892;2016-03-09;4197;7170
11117;8387;458016067;2016-03-08;4163;7170
11134;8404;189262;2016-02-13;1656;134333
11171;8441;4369124;2016-02-13;1646;35380
11176;8446;158123;2016-02-13;1727;6061
11186;8456;471003;2016-02-14;1738;4453
11231;8501;2068773;2016-02-13;1720;248906
11270;8540;672894;2016-02-13;1685;2831
11324;8594;4035321;2016-02-14;1761;3001
11353;8613;1128179;2016-02-14;1830;32067
11366;8626;62163623;2016-02-15;1855;12623
11406;8666;3067562;2016-02-15;1954;30254
11406;8666;3067562;2016-02-15;1954;28498
11502;8762;240641;2016-02-14;1770;11387
11650;8908;910650;2016-02-15;1938;68529
11650;8908;910650;2016-02-15;1938;36254
11716;8974;2420736;2016-02-15;1946;85977
11739;8997;683741;2016-02-15;1952;2277
11759;9016;3257906;2016-02-19;2312;45326
11774;NA;15601557;2016-04-01;8376;376397
11817;9072;7939038;2016-03-10;4317;8217
11817;9072;7939038;2016-03-10;4317;2650
11817;9072;7939038;2016-03-10;4317;14359
11852;9106;2806559;2016-02-15;1919;3345
11871;9124;1041432;2016-02-15;1927;35311
11890;9144;578999;2016-02-15;1899;248780
11905;9159;321043;2016-02-16;2031;69765
11940;9194;870031;2016-02-15;1951;87342
11940;9194;870031;2016-02-15;1951;9639
11940;9194;870031;2016-02-15;1951;4328
11960;9213;247762;2016-02-16;2002;14345
12060;9312;716362;2016-02-16;1970;770
12067;9319;1451140;2016-02-16;2003;48286
12108;9360;860076;2016-02-16;1989;25273
12109;9361;1482449;2016-02-16;2065;3282
12111;9363;780555;2016-02-16;1980;160109
12145;9397;4747021;2016-02-16;2045;53123
12148;9400;417093;2016-02-17;2174;52870
12220;9472;3452764;2016-02-17;2119;33847
12269;9514;1446767;2016-02-16;2053;84873
12286;9531;1611241;2016-02-17;2102;30859
12344;9588;360523;2016-02-17;2167;364
12383;9624;1758972;2016-02-17;2137;11385
12401;9642;308782;2016-02-17;2126;359
12420;9661;797817;2016-02-17;2112;7468
12420;9661;797817;2016-02-17;2112;134978
12452;9693;362887;2016-02-17;2084;76007
12475;9716;3938562;2016-02-17;2086;396309
12480;9721;8866707;2016-02-17;2089;4940
12622;9862;150488;2016-02-18;2226;46872
12631;9871;11561032867;2016-06-15;22762;4022
12663;9903;433807;2016-02-18;2185;8328
12721;9961;1870445;2016-02-18;2248;35366
12737;9977;859342;2016-02-18;2262;35380
12748;9988;13191042;2016-02-19;2322;43228
12758;9998;1285189;2016-02-19;2299;509980
12795;10035;516641;2016-02-18;2255;31076
12811;10051;848296;2016-02-18;2244;126964
12811;10051;848296;2016-02-18;2244;100548
12935;10174;1672490;2016-02-19;2321;271752
12951;10190;431724;2016-02-19;2297;36863
13065;10305;1977147;2016-02-19;2348;4523
13075;10315;210714;2016-02-19;2347;2890
13102;142831;15286009;2016-02-19;2370;463844
13112;10352;932270;2016-02-20;2391;33602
13201;10438;198526;2016-02-20;2429;84008
13278;10503;2721345;2016-02-19;2294;80584
13323;10548;2977218;2016-03-11;4354;9031
13358;10583;457509;2016-02-21;2473;45356
13366;10591;5917057487;2016-04-13;11157;30737
13366;10591;2338203848;2016-03-02;3648;60992
13366;10591;1415789947;2016-02-21;2463;60992
13366;10591;8415021334;2016-05-12;17596;146397
13366;10591;8801233419;2016-05-16;18803;146397
13366;10591;5597866626;2016-04-09;10131;146397
13366;10591;3523823379;2016-03-16;5402;2237
13366;10591;2372700823;2016-03-03;3660;2463
13366;10591;5407011226;2016-04-07;9631;10672
13366;10591;7912125779;2016-05-06;16304;3352
13366;10591;5416719767;2016-04-07;9676;19053
13366;10591;7309739083;2016-04-29;14943;57880
13366;10591;7309635173;2016-04-29;14942;57880
13366;10591;7821684181;2016-05-05;16027;71
13366;10591;1507404631;2016-02-22;2566;48215
13366;10591;8443197027;2016-05-12;17723;80697
13366;10591;5422287234;2016-04-07;9701;37848
13366;10591;5497651489;2016-04-08;9900;594
13366;10591;2569668552;2016-03-05;3897;619
13366;10591;4548396020;2016-03-28;7525;8174
13366;10591;8770262267;2016-05-16;18645;782
13366;10591;7305903327;2016-04-29;14924;38707
13366;10591;8514308734;2016-05-13;17917;392864
13366;10591;2975108678;2016-03-10;4255;8742
13366;10591;5697544186;2016-04-10;10432;8885
13366;10591;8602659575;2016-05-14;18180;61921
13366;10591;8250923757;2016-05-10;17016;31843
